07/19 03:49:39 AM | 
07/28 09:02:35 PM | Valid: [ 25/600] Final Prec@1 79.2300%
07/28 09:02:35 PM | Epoch 25 LR 0.024884348005893044
07/28 09:02:36 PM | Train: [ 26/600] Step 000/1041 Loss 1.130 Prec@(1,5) (72.9%, 93.8%)
07/28 09:03:59 PM | Train: [ 26/600] Step 200/1041 Loss 0.753 Prec@(1,5) (81.4%, 99.0%)
07/28 09:05:24 PM | Train: [ 26/600] Step 400/1041 Loss 0.752 Prec@(1,5) (81.5%, 98.9%)
07/28 09:06:47 PM | Train: [ 26/600] Step 600/1041 Loss 0.757 Prec@(1,5) (81.5%, 98.9%)
07/28 09:08:11 PM | Train: [ 26/600] Step 800/1041 Loss 0.762 Prec@(1,5) (81.4%, 98.9%)
07/28 09:09:38 PM | Train: [ 26/600] Step 1000/1041 Loss 0.761 Prec@(1,5) (81.5%, 99.0%)
07/28 09:09:52 PM | Train: [ 26/600] Step 1041/1041 Loss 0.762 Prec@(1,5) (81.4%, 99.0%)
07/28 09:09:52 PM | Train: [ 26/600] Final Prec@1 81.4440%
07/28 09:09:52 PM | Valid: [ 26/600] Step 000/208 Loss 0.367 Prec@(1,5) (85.4%, 100.0%)
07/28 09:10:07 PM | Valid: [ 26/600] Step 200/208 Loss 0.451 Prec@(1,5) (85.0%, 99.2%)
07/28 09:10:07 PM | Valid: [ 26/600] Step 208/208 Loss 0.453 Prec@(1,5) (84.9%, 99.2%)
07/28 09:10:07 PM | Valid: [ 26/600] Final Prec@1 84.9400%
07/28 09:10:08 PM | Epoch 26 LR 0.024875295721456966
07/28 09:10:08 PM | Train: [ 27/600] Step 000/1041 Loss 0.724 Prec@(1,5) (79.2%, 100.0%)
07/28 09:11:15 PM | Train: [ 27/600] Step 200/1041 Loss 0.752 Prec@(1,5) (81.7%, 98.8%)
07/28 09:12:24 PM | Train: [ 27/600] Step 400/1041 Loss 0.760 Prec@(1,5) (81.4%, 98.8%)
07/28 09:13:43 PM | Train: [ 27/600] Step 600/1041 Loss 0.764 Prec@(1,5) (81.3%, 98.8%)
07/28 09:15:08 PM | Train: [ 27/600] Step 800/1041 Loss 0.767 Prec@(1,5) (81.2%, 98.8%)
07/28 09:16:28 PM | Train: [ 27/600] Step 1000/1041 Loss 0.768 Prec@(1,5) (81.2%, 98.8%)
07/28 09:16:45 PM | Train: [ 27/600] Step 1041/1041 Loss 0.768 Prec@(1,5) (81.2%, 98.8%)
07/28 09:16:45 PM | Train: [ 27/600] Final Prec@1 81.1960%
07/28 09:16:46 PM | Valid: [ 27/600] Step 000/208 Loss 0.465 Prec@(1,5) (83.3%, 100.0%)
07/28 09:17:05 PM | Valid: [ 27/600] Step 200/208 Loss 0.487 Prec@(1,5) (83.7%, 99.3%)
07/28 09:17:05 PM | Valid: [ 27/600] Step 208/208 Loss 0.488 Prec@(1,5) (83.7%, 99.3%)
07/28 09:17:05 PM | Valid: [ 27/600] Final Prec@1 83.6800%
07/28 09:17:06 PM | Epoch 27 LR 0.024865904162037353
07/28 09:17:07 PM | Train: [ 28/600] Step 000/1041 Loss 0.638 Prec@(1,5) (83.3%, 100.0%)
07/28 09:18:31 PM | Train: [ 28/600] Step 200/1041 Loss 0.762 Prec@(1,5) (81.6%, 98.8%)
07/28 09:20:00 PM | Train: [ 28/600] Step 400/1041 Loss 0.758 Prec@(1,5) (81.7%, 98.9%)
07/28 09:21:09 PM | Train: [ 28/600] Step 600/1041 Loss 0.762 Prec@(1,5) (81.6%, 98.9%)
07/28 09:22:30 PM | Train: [ 28/600] Step 800/1041 Loss 0.766 Prec@(1,5) (81.4%, 98.9%)
07/28 09:23:52 PM | Train: [ 28/600] Step 1000/1041 Loss 0.765 Prec@(1,5) (81.4%, 98.9%)
07/28 09:24:10 PM | Train: [ 28/600] Step 1041/1041 Loss 0.763 Prec@(1,5) (81.4%, 98.9%)
07/28 09:24:10 PM | Train: [ 28/600] Final Prec@1 81.4320%
07/28 09:24:10 PM | Valid: [ 28/600] Step 000/208 Loss 0.430 Prec@(1,5) (89.6%, 100.0%)
07/28 09:24:30 PM | Valid: [ 28/600] Step 200/208 Loss 0.484 Prec@(1,5) (83.7%, 99.2%)
07/28 09:24:30 PM | Valid: [ 28/600] Step 208/208 Loss 0.485 Prec@(1,5) (83.6%, 99.2%)
07/28 09:24:31 PM | Valid: [ 28/600] Final Prec@1 83.6300%
07/28 09:24:31 PM | Epoch 28 LR 0.02485617358510854
07/28 09:24:32 PM | Train: [ 29/600] Step 000/1041 Loss 0.581 Prec@(1,5) (85.4%, 97.9%)
07/28 09:25:57 PM | Train: [ 29/600] Step 200/1041 Loss 0.744 Prec@(1,5) (81.6%, 98.8%)
07/28 09:27:22 PM | Train: [ 29/600] Step 400/1041 Loss 0.755 Prec@(1,5) (81.4%, 98.8%)
07/28 09:28:39 PM | Train: [ 29/600] Step 600/1041 Loss 0.754 Prec@(1,5) (81.5%, 98.8%)
07/28 09:29:44 PM | Train: [ 29/600] Step 800/1041 Loss 0.750 Prec@(1,5) (81.7%, 98.8%)
07/28 09:30:51 PM | Train: [ 29/600] Step 1000/1041 Loss 0.751 Prec@(1,5) (81.6%, 98.8%)
07/28 09:31:05 PM | Train: [ 29/600] Step 1041/1041 Loss 0.752 Prec@(1,5) (81.6%, 98.8%)
07/28 09:31:05 PM | Train: [ 29/600] Final Prec@1 81.5880%
07/28 09:31:05 PM | Valid: [ 29/600] Step 000/208 Loss 0.327 Prec@(1,5) (91.7%, 100.0%)
07/28 09:31:20 PM | Valid: [ 29/600] Step 200/208 Loss 0.434 Prec@(1,5) (85.8%, 99.1%)
07/28 09:31:21 PM | Valid: [ 29/600] Step 208/208 Loss 0.435 Prec@(1,5) (85.7%, 99.1%)
07/28 09:31:21 PM | Valid: [ 29/600] Final Prec@1 85.7200%
07/28 09:31:22 PM | Epoch 29 LR 0.02484610425743922
07/28 09:31:22 PM | Train: [ 30/600] Step 000/1041 Loss 0.653 Prec@(1,5) (79.2%, 97.9%)
07/28 09:32:44 PM | Train: [ 30/600] Step 200/1041 Loss 0.727 Prec@(1,5) (82.0%, 99.2%)
07/28 09:34:09 PM | Train: [ 30/600] Step 400/1041 Loss 0.730 Prec@(1,5) (82.0%, 99.1%)
07/28 09:35:34 PM | Train: [ 30/600] Step 600/1041 Loss 0.736 Prec@(1,5) (81.8%, 99.0%)
07/28 09:36:58 PM | Train: [ 30/600] Step 800/1041 Loss 0.743 Prec@(1,5) (81.6%, 99.0%)
07/28 09:38:22 PM | Train: [ 30/600] Step 1000/1041 Loss 0.745 Prec@(1,5) (81.7%, 99.0%)
07/28 09:38:38 PM | Train: [ 30/600] Step 1041/1041 Loss 0.744 Prec@(1,5) (81.7%, 99.0%)
07/28 09:38:38 PM | Train: [ 30/600] Final Prec@1 81.6960%
07/28 09:38:38 PM | Valid: [ 30/600] Step 000/208 Loss 0.355 Prec@(1,5) (87.5%, 100.0%)
07/28 09:38:53 PM | Valid: [ 30/600] Step 200/208 Loss 0.447 Prec@(1,5) (84.9%, 99.3%)
07/28 09:38:54 PM | Valid: [ 30/600] Step 208/208 Loss 0.449 Prec@(1,5) (84.9%, 99.3%)
07/28 09:38:54 PM | Valid: [ 30/600] Final Prec@1 84.9100%
07/28 09:38:54 PM | Epoch 30 LR 0.02483569645508509
07/28 09:38:55 PM | Train: [ 31/600] Step 000/1041 Loss 0.753 Prec@(1,5) (77.1%, 100.0%)
07/28 09:40:05 PM | Train: [ 31/600] Step 200/1041 Loss 0.731 Prec@(1,5) (82.1%, 98.9%)
07/28 09:41:26 PM | Train: [ 31/600] Step 400/1041 Loss 0.725 Prec@(1,5) (82.4%, 99.0%)
07/28 09:42:48 PM | Train: [ 31/600] Step 600/1041 Loss 0.735 Prec@(1,5) (82.2%, 99.0%)
07/28 09:44:12 PM | Train: [ 31/600] Step 800/1041 Loss 0.738 Prec@(1,5) (82.1%, 99.0%)
07/28 09:45:37 PM | Train: [ 31/600] Step 1000/1041 Loss 0.741 Prec@(1,5) (82.0%, 99.0%)
07/28 09:45:55 PM | Train: [ 31/600] Step 1041/1041 Loss 0.741 Prec@(1,5) (82.0%, 98.9%)
07/28 09:45:55 PM | Train: [ 31/600] Final Prec@1 81.9940%
07/28 09:45:55 PM | Valid: [ 31/600] Step 000/208 Loss 0.269 Prec@(1,5) (89.6%, 100.0%)
07/28 09:46:13 PM | Valid: [ 31/600] Step 200/208 Loss 0.404 Prec@(1,5) (86.3%, 99.5%)
07/28 09:46:14 PM | Valid: [ 31/600] Step 208/208 Loss 0.404 Prec@(1,5) (86.3%, 99.5%)
07/28 09:46:14 PM | Valid: [ 31/600] Final Prec@1 86.3200%
07/28 09:46:15 PM | Epoch 31 LR 0.02482495046338131
07/28 09:46:16 PM | Train: [ 32/600] Step 000/1041 Loss 0.657 Prec@(1,5) (83.3%, 97.9%)
07/28 09:47:24 PM | Train: [ 32/600] Step 200/1041 Loss 0.719 Prec@(1,5) (82.5%, 99.0%)
07/28 09:48:30 PM | Train: [ 32/600] Step 400/1041 Loss 0.730 Prec@(1,5) (82.0%, 99.0%)
07/28 09:49:35 PM | Train: [ 32/600] Step 600/1041 Loss 0.731 Prec@(1,5) (82.1%, 99.1%)
07/28 09:50:51 PM | Train: [ 32/600] Step 800/1041 Loss 0.738 Prec@(1,5) (82.0%, 99.0%)
07/28 09:52:14 PM | Train: [ 32/600] Step 1000/1041 Loss 0.729 Prec@(1,5) (82.2%, 99.0%)
07/28 09:52:31 PM | Train: [ 32/600] Step 1041/1041 Loss 0.729 Prec@(1,5) (82.2%, 99.0%)
07/28 09:52:32 PM | Train: [ 32/600] Final Prec@1 82.2400%
07/28 09:52:32 PM | Valid: [ 32/600] Step 000/208 Loss 0.238 Prec@(1,5) (91.7%, 100.0%)
07/28 09:52:50 PM | Valid: [ 32/600] Step 200/208 Loss 0.375 Prec@(1,5) (87.1%, 99.6%)
07/28 09:52:51 PM | Valid: [ 32/600] Step 208/208 Loss 0.377 Prec@(1,5) (87.0%, 99.6%)
07/28 09:52:51 PM | Valid: [ 32/600] Final Prec@1 87.0400%
07/28 09:52:51 PM | Epoch 32 LR 0.024813866576934674
07/28 09:52:52 PM | Train: [ 33/600] Step 000/1041 Loss 0.506 Prec@(1,5) (87.5%, 100.0%)
07/28 09:54:15 PM | Train: [ 33/600] Step 200/1041 Loss 0.723 Prec@(1,5) (82.5%, 99.1%)
07/28 09:55:42 PM | Train: [ 33/600] Step 400/1041 Loss 0.736 Prec@(1,5) (82.0%, 99.0%)
07/28 09:57:08 PM | Train: [ 33/600] Step 600/1041 Loss 0.736 Prec@(1,5) (82.1%, 99.0%)
07/28 09:58:15 PM | Train: [ 33/600] Step 800/1041 Loss 0.729 Prec@(1,5) (82.3%, 99.0%)
07/28 09:59:37 PM | Train: [ 33/600] Step 1000/1041 Loss 0.734 Prec@(1,5) (82.2%, 99.0%)
07/28 09:59:54 PM | Train: [ 33/600] Step 1041/1041 Loss 0.735 Prec@(1,5) (82.2%, 99.0%)
07/28 09:59:54 PM | Train: [ 33/600] Final Prec@1 82.1900%
07/28 09:59:55 PM | Valid: [ 33/600] Step 000/208 Loss 0.326 Prec@(1,5) (87.5%, 100.0%)
07/28 10:00:12 PM | Valid: [ 33/600] Step 200/208 Loss 0.446 Prec@(1,5) (85.2%, 99.1%)
07/28 10:00:13 PM | Valid: [ 33/600] Step 208/208 Loss 0.444 Prec@(1,5) (85.2%, 99.2%)
07/28 10:00:13 PM | Valid: [ 33/600] Final Prec@1 85.2400%
07/28 10:00:14 PM | Epoch 33 LR 0.02480244509961552
07/28 10:00:15 PM | Train: [ 34/600] Step 000/1041 Loss 0.616 Prec@(1,5) (87.5%, 97.9%)
07/28 10:01:35 PM | Train: [ 34/600] Step 200/1041 Loss 0.721 Prec@(1,5) (82.4%, 99.0%)
07/28 10:02:57 PM | Train: [ 34/600] Step 400/1041 Loss 0.727 Prec@(1,5) (82.3%, 99.1%)
07/28 10:04:20 PM | Train: [ 34/600] Step 600/1041 Loss 0.725 Prec@(1,5) (82.4%, 99.0%)
07/28 10:05:43 PM | Train: [ 34/600] Step 800/1041 Loss 0.733 Prec@(1,5) (82.1%, 99.0%)
07/28 10:06:48 PM | Train: [ 34/600] Step 1000/1041 Loss 0.729 Prec@(1,5) (82.2%, 99.0%)
07/28 10:07:01 PM | Train: [ 34/600] Step 1041/1041 Loss 0.728 Prec@(1,5) (82.3%, 99.0%)
07/28 10:07:01 PM | Train: [ 34/600] Final Prec@1 82.2580%
07/28 10:07:01 PM | Valid: [ 34/600] Step 000/208 Loss 0.274 Prec@(1,5) (91.7%, 100.0%)
07/28 10:07:17 PM | Valid: [ 34/600] Step 200/208 Loss 0.472 Prec@(1,5) (84.2%, 99.5%)
07/28 10:07:17 PM | Valid: [ 34/600] Step 208/208 Loss 0.473 Prec@(1,5) (84.2%, 99.5%)
07/28 10:07:17 PM | Valid: [ 34/600] Final Prec@1 84.2100%
07/28 10:07:18 PM | Epoch 34 LR 0.024790686344549433
07/28 10:07:18 PM | Train: [ 35/600] Step 000/1041 Loss 0.672 Prec@(1,5) (85.4%, 97.9%)
07/28 10:08:24 PM | Train: [ 35/600] Step 200/1041 Loss 0.709 Prec@(1,5) (82.8%, 98.9%)
07/28 10:09:36 PM | Train: [ 35/600] Step 400/1041 Loss 0.720 Prec@(1,5) (82.4%, 98.9%)
07/28 10:10:57 PM | Train: [ 35/600] Step 600/1041 Loss 0.726 Prec@(1,5) (82.2%, 98.9%)
07/28 10:12:17 PM | Train: [ 35/600] Step 800/1041 Loss 0.723 Prec@(1,5) (82.3%, 99.0%)
07/28 10:13:39 PM | Train: [ 35/600] Step 1000/1041 Loss 0.721 Prec@(1,5) (82.3%, 99.0%)
07/28 10:13:56 PM | Train: [ 35/600] Step 1041/1041 Loss 0.725 Prec@(1,5) (82.2%, 99.0%)
07/28 10:13:56 PM | Train: [ 35/600] Final Prec@1 82.2000%
07/28 10:13:56 PM | Valid: [ 35/600] Step 000/208 Loss 0.475 Prec@(1,5) (85.4%, 100.0%)
07/28 10:14:14 PM | Valid: [ 35/600] Step 200/208 Loss 0.559 Prec@(1,5) (81.9%, 99.0%)
07/28 10:14:15 PM | Valid: [ 35/600] Step 208/208 Loss 0.559 Prec@(1,5) (81.8%, 99.0%)
07/28 10:14:15 PM | Valid: [ 35/600] Final Prec@1 81.8000%
07/28 10:14:15 PM | Epoch 35 LR 0.02477859063410861
07/28 10:14:16 PM | Train: [ 36/600] Step 000/1041 Loss 1.006 Prec@(1,5) (75.0%, 97.9%)
07/28 10:15:42 PM | Train: [ 36/600] Step 200/1041 Loss 0.689 Prec@(1,5) (83.4%, 99.0%)
07/28 10:16:48 PM | Train: [ 36/600] Step 400/1041 Loss 0.714 Prec@(1,5) (82.6%, 99.0%)
07/28 10:18:07 PM | Train: [ 36/600] Step 600/1041 Loss 0.716 Prec@(1,5) (82.4%, 99.0%)
07/28 10:19:31 PM | Train: [ 36/600] Step 800/1041 Loss 0.713 Prec@(1,5) (82.4%, 99.0%)
07/28 10:20:54 PM | Train: [ 36/600] Step 1000/1041 Loss 0.716 Prec@(1,5) (82.4%, 99.0%)
07/28 10:21:11 PM | Train: [ 36/600] Step 1041/1041 Loss 0.717 Prec@(1,5) (82.4%, 99.0%)
07/28 10:21:11 PM | Train: [ 36/600] Final Prec@1 82.3720%
07/28 10:21:12 PM | Valid: [ 36/600] Step 000/208 Loss 0.229 Prec@(1,5) (85.4%, 100.0%)
07/28 10:21:30 PM | Valid: [ 36/600] Step 200/208 Loss 0.365 Prec@(1,5) (87.7%, 99.6%)
07/28 10:21:31 PM | Valid: [ 36/600] Step 208/208 Loss 0.365 Prec@(1,5) (87.7%, 99.6%)
07/28 10:21:31 PM | Valid: [ 36/600] Final Prec@1 87.7400%
07/28 10:21:31 PM | Epoch 36 LR 0.02476615829990306
07/28 10:21:32 PM | Train: [ 37/600] Step 000/1041 Loss 0.420 Prec@(1,5) (91.7%, 100.0%)
07/28 10:23:00 PM | Train: [ 37/600] Step 200/1041 Loss 0.698 Prec@(1,5) (83.1%, 99.0%)
07/28 10:24:24 PM | Train: [ 37/600] Step 400/1041 Loss 0.703 Prec@(1,5) (82.8%, 99.0%)
07/28 10:25:28 PM | Train: [ 37/600] Step 600/1041 Loss 0.722 Prec@(1,5) (82.4%, 99.0%)
07/28 10:26:33 PM | Train: [ 37/600] Step 800/1041 Loss 0.716 Prec@(1,5) (82.4%, 99.0%)
07/28 10:27:39 PM | Train: [ 37/600] Step 1000/1041 Loss 0.720 Prec@(1,5) (82.4%, 99.0%)
07/28 10:27:56 PM | Train: [ 37/600] Step 1041/1041 Loss 0.720 Prec@(1,5) (82.3%, 99.0%)
07/28 10:27:57 PM | Train: [ 37/600] Final Prec@1 82.3460%
07/28 10:27:57 PM | Valid: [ 37/600] Step 000/208 Loss 0.241 Prec@(1,5) (95.8%, 100.0%)
07/28 10:28:14 PM | Valid: [ 37/600] Step 200/208 Loss 0.405 Prec@(1,5) (86.3%, 99.5%)
07/28 10:28:15 PM | Valid: [ 37/600] Step 208/208 Loss 0.404 Prec@(1,5) (86.3%, 99.5%)
07/28 10:28:15 PM | Valid: [ 37/600] Final Prec@1 86.3000%
07/28 10:28:15 PM | Epoch 37 LR 0.02475338968277152
07/28 10:28:16 PM | Train: [ 38/600] Step 000/1041 Loss 0.646 Prec@(1,5) (85.4%, 100.0%)
07/28 10:29:37 PM | Train: [ 38/600] Step 200/1041 Loss 0.735 Prec@(1,5) (81.9%, 98.8%)
07/28 10:30:56 PM | Train: [ 38/600] Step 400/1041 Loss 0.716 Prec@(1,5) (82.5%, 99.0%)
07/28 10:32:17 PM | Train: [ 38/600] Step 600/1041 Loss 0.718 Prec@(1,5) (82.3%, 99.0%)
07/28 10:33:41 PM | Train: [ 38/600] Step 800/1041 Loss 0.713 Prec@(1,5) (82.5%, 99.0%)
07/28 10:35:03 PM | Train: [ 38/600] Step 1000/1041 Loss 0.717 Prec@(1,5) (82.4%, 99.0%)
07/28 10:35:16 PM | Train: [ 38/600] Step 1041/1041 Loss 0.717 Prec@(1,5) (82.4%, 99.0%)
07/28 10:35:16 PM | Train: [ 38/600] Final Prec@1 82.4140%
07/28 10:35:16 PM | Valid: [ 38/600] Step 000/208 Loss 0.214 Prec@(1,5) (95.8%, 100.0%)
07/28 10:35:31 PM | Valid: [ 38/600] Step 200/208 Loss 0.394 Prec@(1,5) (86.6%, 99.5%)
07/28 10:35:31 PM | Valid: [ 38/600] Step 208/208 Loss 0.394 Prec@(1,5) (86.6%, 99.5%)
07/28 10:35:31 PM | Valid: [ 38/600] Final Prec@1 86.6400%
07/28 10:35:32 PM | Epoch 38 LR 0.02474028513277207
07/28 10:35:33 PM | Train: [ 39/600] Step 000/1041 Loss 0.629 Prec@(1,5) (83.3%, 100.0%)
07/28 10:36:52 PM | Train: [ 39/600] Step 200/1041 Loss 0.688 Prec@(1,5) (83.4%, 99.0%)
07/28 10:38:15 PM | Train: [ 39/600] Step 400/1041 Loss 0.686 Prec@(1,5) (83.5%, 99.0%)
07/28 10:39:38 PM | Train: [ 39/600] Step 600/1041 Loss 0.697 Prec@(1,5) (83.1%, 99.0%)
07/28 10:40:59 PM | Train: [ 39/600] Step 800/1041 Loss 0.702 Prec@(1,5) (82.9%, 99.0%)
07/28 10:42:20 PM | Train: [ 39/600] Step 1000/1041 Loss 0.703 Prec@(1,5) (82.9%, 99.1%)
07/28 10:42:37 PM | Train: [ 39/600] Step 1041/1041 Loss 0.705 Prec@(1,5) (82.9%, 99.0%)
07/28 10:42:38 PM | Train: [ 39/600] Final Prec@1 82.9220%
07/28 10:42:38 PM | Valid: [ 39/600] Step 000/208 Loss 0.510 Prec@(1,5) (85.4%, 100.0%)
07/28 10:42:52 PM | Valid: [ 39/600] Step 200/208 Loss 0.394 Prec@(1,5) (87.0%, 99.6%)
07/28 10:42:53 PM | Valid: [ 39/600] Step 208/208 Loss 0.396 Prec@(1,5) (86.9%, 99.6%)
07/28 10:42:53 PM | Valid: [ 39/600] Final Prec@1 86.9400%
07/28 10:42:53 PM | Epoch 39 LR 0.02472684500917257
07/28 10:42:54 PM | Train: [ 40/600] Step 000/1041 Loss 0.439 Prec@(1,5) (89.6%, 100.0%)
07/28 10:44:00 PM | Train: [ 40/600] Step 200/1041 Loss 0.706 Prec@(1,5) (82.9%, 99.0%)
07/28 10:45:05 PM | Train: [ 40/600] Step 400/1041 Loss 0.692 Prec@(1,5) (83.4%, 99.0%)
07/28 10:46:08 PM | Train: [ 40/600] Step 600/1041 Loss 0.703 Prec@(1,5) (83.0%, 99.0%)
07/28 10:47:27 PM | Train: [ 40/600] Step 800/1041 Loss 0.698 Prec@(1,5) (83.1%, 99.1%)
07/28 10:48:49 PM | Train: [ 40/600] Step 1000/1041 Loss 0.698 Prec@(1,5) (83.2%, 99.0%)
07/28 10:49:05 PM | Train: [ 40/600] Step 1041/1041 Loss 0.700 Prec@(1,5) (83.1%, 99.0%)
07/28 10:49:05 PM | Train: [ 40/600] Final Prec@1 83.1380%
07/28 10:49:05 PM | Valid: [ 40/600] Step 000/208 Loss 0.217 Prec@(1,5) (93.8%, 100.0%)
07/28 10:49:23 PM | Valid: [ 40/600] Step 200/208 Loss 0.365 Prec@(1,5) (87.5%, 99.6%)
07/28 10:49:24 PM | Valid: [ 40/600] Step 208/208 Loss 0.367 Prec@(1,5) (87.5%, 99.6%)
07/28 10:49:24 PM | Valid: [ 40/600] Final Prec@1 87.4700%
07/28 10:49:25 PM | Epoch 40 LR 0.024713069680440795
07/28 10:49:25 PM | Train: [ 41/600] Step 000/1041 Loss 0.479 Prec@(1,5) (89.6%, 100.0%)
07/28 10:50:48 PM | Train: [ 41/600] Step 200/1041 Loss 0.689 Prec@(1,5) (83.6%, 98.9%)
07/28 10:52:10 PM | Train: [ 41/600] Step 400/1041 Loss 0.693 Prec@(1,5) (83.2%, 99.0%)
07/28 10:53:34 PM | Train: [ 41/600] Step 600/1041 Loss 0.700 Prec@(1,5) (83.0%, 99.1%)
07/28 10:54:41 PM | Train: [ 41/600] Step 800/1041 Loss 0.702 Prec@(1,5) (82.9%, 99.0%)
07/28 10:56:01 PM | Train: [ 41/600] Step 1000/1041 Loss 0.708 Prec@(1,5) (82.7%, 99.1%)
07/28 10:56:17 PM | Train: [ 41/600] Step 1041/1041 Loss 0.708 Prec@(1,5) (82.8%, 99.1%)
07/28 10:56:17 PM | Train: [ 41/600] Final Prec@1 82.7520%
07/28 10:56:18 PM | Valid: [ 41/600] Step 000/208 Loss 0.274 Prec@(1,5) (91.7%, 100.0%)
07/28 10:56:36 PM | Valid: [ 41/600] Step 200/208 Loss 0.362 Prec@(1,5) (88.0%, 99.6%)
07/28 10:56:37 PM | Valid: [ 41/600] Step 208/208 Loss 0.362 Prec@(1,5) (88.0%, 99.6%)
07/28 10:56:37 PM | Valid: [ 41/600] Final Prec@1 88.0200%
07/28 10:56:37 PM | Epoch 41 LR 0.024698959524234343
07/28 10:56:38 PM | Train: [ 42/600] Step 000/1041 Loss 0.768 Prec@(1,5) (81.2%, 97.9%)
07/28 10:58:00 PM | Train: [ 42/600] Step 200/1041 Loss 0.675 Prec@(1,5) (83.6%, 99.1%)
07/28 10:59:25 PM | Train: [ 42/600] Step 400/1041 Loss 0.683 Prec@(1,5) (83.4%, 99.1%)
07/28 11:00:52 PM | Train: [ 42/600] Step 600/1041 Loss 0.691 Prec@(1,5) (83.2%, 99.1%)
07/28 11:02:05 PM | Train: [ 42/600] Step 800/1041 Loss 0.694 Prec@(1,5) (83.0%, 99.1%)
07/28 11:03:12 PM | Train: [ 42/600] Step 1000/1041 Loss 0.696 Prec@(1,5) (83.1%, 99.1%)
07/28 11:03:25 PM | Train: [ 42/600] Step 1041/1041 Loss 0.695 Prec@(1,5) (83.1%, 99.1%)
07/28 11:03:25 PM | Train: [ 42/600] Final Prec@1 83.0560%
07/28 11:03:26 PM | Valid: [ 42/600] Step 000/208 Loss 0.393 Prec@(1,5) (91.7%, 100.0%)
07/28 11:03:41 PM | Valid: [ 42/600] Step 200/208 Loss 0.402 Prec@(1,5) (86.5%, 99.5%)
07/28 11:03:41 PM | Valid: [ 42/600] Step 208/208 Loss 0.402 Prec@(1,5) (86.5%, 99.5%)
07/28 11:03:41 PM | Valid: [ 42/600] Final Prec@1 86.5400%
07/28 11:03:42 PM | Epoch 42 LR 0.02468451492739027
07/28 11:03:42 PM | Train: [ 43/600] Step 000/1041 Loss 0.764 Prec@(1,5) (87.5%, 97.9%)
07/28 11:04:47 PM | Train: [ 43/600] Step 200/1041 Loss 0.689 Prec@(1,5) (83.4%, 99.2%)
07/28 11:06:05 PM | Train: [ 43/600] Step 400/1041 Loss 0.683 Prec@(1,5) (83.6%, 99.2%)
07/28 11:07:26 PM | Train: [ 43/600] Step 600/1041 Loss 0.686 Prec@(1,5) (83.4%, 99.2%)
07/28 11:08:49 PM | Train: [ 43/600] Step 800/1041 Loss 0.687 Prec@(1,5) (83.4%, 99.1%)
07/28 11:10:15 PM | Train: [ 43/600] Step 1000/1041 Loss 0.690 Prec@(1,5) (83.3%, 99.1%)
07/28 11:10:33 PM | Train: [ 43/600] Step 1041/1041 Loss 0.689 Prec@(1,5) (83.3%, 99.1%)
07/28 11:10:34 PM | Train: [ 43/600] Final Prec@1 83.3100%
07/28 11:10:34 PM | Valid: [ 43/600] Step 000/208 Loss 0.543 Prec@(1,5) (79.2%, 97.9%)
07/28 11:10:52 PM | Valid: [ 43/600] Step 200/208 Loss 0.444 Prec@(1,5) (84.9%, 98.8%)
07/28 11:10:52 PM | Valid: [ 43/600] Step 208/208 Loss 0.444 Prec@(1,5) (85.0%, 98.8%)
07/28 11:10:53 PM | Valid: [ 43/600] Final Prec@1 84.9600%
07/28 11:10:53 PM | Epoch 43 LR 0.0246697362859145
07/28 11:10:54 PM | Train: [ 44/600] Step 000/1041 Loss 0.678 Prec@(1,5) (87.5%, 97.9%)
07/28 11:12:16 PM | Train: [ 44/600] Step 200/1041 Loss 0.662 Prec@(1,5) (84.1%, 99.1%)
07/28 11:13:31 PM | Train: [ 44/600] Step 400/1041 Loss 0.672 Prec@(1,5) (83.9%, 99.0%)
07/28 11:14:52 PM | Train: [ 44/600] Step 600/1041 Loss 0.674 Prec@(1,5) (83.9%, 99.1%)
07/28 11:16:12 PM | Train: [ 44/600] Step 800/1041 Loss 0.680 Prec@(1,5) (83.7%, 99.1%)
07/28 11:17:33 PM | Train: [ 44/600] Step 1000/1041 Loss 0.683 Prec@(1,5) (83.5%, 99.1%)
07/28 11:17:49 PM | Train: [ 44/600] Step 1041/1041 Loss 0.684 Prec@(1,5) (83.5%, 99.1%)
07/28 11:17:49 PM | Train: [ 44/600] Final Prec@1 83.5100%
07/28 11:17:50 PM | Valid: [ 44/600] Step 000/208 Loss 0.327 Prec@(1,5) (89.6%, 100.0%)
07/28 11:18:07 PM | Valid: [ 44/600] Step 200/208 Loss 0.407 Prec@(1,5) (86.1%, 99.3%)
07/28 11:18:08 PM | Valid: [ 44/600] Step 208/208 Loss 0.408 Prec@(1,5) (86.1%, 99.3%)
07/28 11:18:08 PM | Valid: [ 44/600] Final Prec@1 86.1100%
07/28 11:18:09 PM | Epoch 44 LR 0.024654624004970958
07/28 11:18:10 PM | Train: [ 45/600] Step 000/1041 Loss 0.685 Prec@(1,5) (81.2%, 100.0%)
07/28 11:19:34 PM | Train: [ 45/600] Step 200/1041 Loss 0.673 Prec@(1,5) (83.8%, 99.2%)
07/28 11:20:42 PM | Train: [ 45/600] Step 400/1041 Loss 0.677 Prec@(1,5) (83.4%, 99.2%)
07/28 11:21:48 PM | Train: [ 45/600] Step 600/1041 Loss 0.685 Prec@(1,5) (83.3%, 99.1%)
